,en,fr,prec,rec
445,"both of them are kind and honest .
","彼 ら は 二人 とも 親切 で 正直 で す 。
",0.25,0.25
446,"you have a standing invitation to join us .
","いつ お い で くださ っ て も 歓迎 いた し ま す 。
",0.18181818181818182,0.2222222222222222
447,"the jet made a whining sound as it soared overhead .
","上空 を ジェット 機 が キーン と い う 音 を 立て て 飛 ん で い っ た 。
",0.09090909090909091,0.09090909090909091
448,"where can i get some help ?
","どこ に 行 っ た ら 助け て もらえ ま す か 。
",0.2222222222222222,0.2857142857142857
449,"but you don &apos;t want to bend the knees too much .
","しかし 君 は あまり 膝 を 曲げ た く な い で しょ う 。
",0.3333333333333333,0.25
450,"his success encouraged me very much .
","彼 の 成功 は 大いに 私 の 励み に な っ た 。
",0.2222222222222222,0.2857142857142857
451,"take the skin off before you eat the apple .
","リンゴ を 食べ る 前 に 皮 を む き なさ い 。
",0.3333333333333333,0.3
452,"is it necessary to change trains along the way ?
","途中 で 乗り換え が 必要 で す か 。
",0.25,0.2
453,"fortunately i was able to finish my work without any serious errors .
","幸い 大過 な く 仕事 を 終わ ら せ る こと が でき た 。
",0.2727272727272727,0.23076923076923078
454,"the roses are in bloom .
","バラ が 咲 い て い る 。
",0.2857142857142857,0.3333333333333333
455,"i had never seen such an exciting rugby match as one i saw yesterday .
","私 は 昨日 見 た 試合 ほど おもしろ い ラグビー の 試合 を 見 た こと が な かっ た 。
",0.23076923076923078,0.2
456,"the house was raided by the police .
","その 家 は 警察 の 手入れ を うけ た 。
",0.3333333333333333,0.375
457,"he was borne away by an impulse .
","彼 は 衝動 に 駆 ら れ た 。
",0.375,0.375
458,"yesterday mary gave me a book the cover of which was blue .
","昨日 メアリー は 表紙 が 青 い 本 を くれ た 。
",0.3,0.23076923076923078
459,"i &apos;m constantly telling her to behave herself .
","彼女 に 御 行儀 よ く し なさ い と いつ も 言 っ て い る 。
",0.1,0.1111111111111111
460,"if you hold on a moment , i will get jane on the phone .
","少し 待 っ て くれ た ら 、 ジェーン を 電話 に 出 さ せ ま す 。
",0.4,0.4
461,"i meet her on occasion at a beauty shop .
","彼女 と は ときおり 美容 院 で 会 い ま す 。
",0.2222222222222222,0.2
462,"however the protagonist is aware of his own mistakes .
","しかし 、 主人 公 は 自ら の 誤り に 気づ い て い る 。
",0.09090909090909091,0.1
463,"i cannot abide his manner .
","私 は 彼 の 態度 に 我慢 でき な い 。
",0.25,0.3333333333333333
464,"he is the kind of man who cannot do anything in moderation , but always goes to extremes .
","彼 は 何事 も 程々 と い う 事 を 知 ら ず 、 いつ も 極端 に 走 っ て しま う 。
",0.38461538461538464,0.2631578947368421
465,"you must be careful in crossing the road .
","道路 を 横断 する とき に は 注意 し なさ い 。
",0.2222222222222222,0.2222222222222222
466,"mind your own business !
","自分 の こと だけ 気 に かけ ろ ！
",0.0,0.0
467,"my friend wants a car of his own .
","友人 は マイ カー を 欲し が っ て い る 。
",0.125,0.1111111111111111
468,"she gave a pluck at my elbow .
","彼女 は 私 の ひじ を 引っ張 っ た 。
",0.42857142857142855,0.375
469,"i will stand by you whatever happens .
","何 が 起こ ろ う と も 、 私 は あなた の 味方 を する 。
",0.2727272727272727,0.375
470,"will you have some coffee ?
","コーヒー を 飲 み ま す か 。
",0.42857142857142855,0.5
471,"i understand how you feel .
","気持ち を 御 察し し ま す 。
",0.3333333333333333,0.5
472,"they say we &apos;re going to get some showers .
","にわか 雨 に な る らし い で す よ 。
",0.1111111111111111,0.1
473,"whatever you &apos;re doing , starting off on the right foot is essential .
","何事 も 最初 が 肝心 だ よ な 。
",0.25,0.14285714285714285
474,"the word lends itself to misuse by beginners .
","その 語 は 誤用 さ れ やす い 。
",0.25,0.2222222222222222
475,"they built the ship in accordance with the plans .
","彼 ら は 設計 図 どおり に 船 を 作 っ た 。
",0.25,0.2
476,"i saw her just the other day .
","ほんの ２、３ 日 前 に 彼女 に 会 っ た 。
",0.4444444444444444,0.5
477,"which gate is that ?
","それ は どの ゲート で す か 。
",0.3333333333333333,0.4
478,"i will give up drinking at any cost .
","私 は 何 と し て も 酒 を 止め る つもり で す 。
",0.2,0.2222222222222222
479,"do you offer any night tours ?
","夜 の ツアー は あ り ま す か 。
",0.14285714285714285,0.14285714285714285
480,"you &apos;re old enough to know better .
","もっと 分別 が あ っ て も い い 年頃 だ よ 。
",0.1,0.125
481,"take a no . 5 bus at this bus stop .
","この 停留 所 から ５ 番 目 の バス に 乗り なさ い 。
",0.2727272727272727,0.2727272727272727
482,"it seemed that he was short of money .
","彼 に は お 金 が 足り な い よう だっ た 。
",0.3333333333333333,0.3333333333333333
483,"does he need to help her ?
","彼 は 彼女 を 援助 し て や る 必要 が あ り ま す か 。
",0.3333333333333333,0.42857142857142855
484,"it &apos;s only a slight cold .
","軽 い 風邪 で す 。
",0.42857142857142855,0.42857142857142855
485,"the whole soccer team was on cloud nine after winning the championship .
","サッカー チーム 全体 が 優勝 し て 浮き浮き し て た 。
",0.3333333333333333,0.23076923076923078
486,"how do you like this town ?
","この 町 は 気 に 入 り ま し た か 。
",0.2857142857142857,0.2857142857142857
487,"winter is gone .
","冬 は 過ぎ去 っ た 。
",0.16666666666666666,0.25
488,"i cannot manage without his support .
","彼 の 助け 無し に は 、 や っ て いけ な い 。
",0.25,0.2857142857142857
489,"this hall holds a maximum of 1,000 people .
","この ホール は 最大 で １０００ 人 収容 でき る 。
",0.2222222222222222,0.2222222222222222
490,"what was the weather report ?
","天気 予報 は どう で し た か 。
",0.2857142857142857,0.3333333333333333
491,"time after time i &apos;ve invited them to come over and visit us but time and time again they &apos;ve never come .
","再三 彼 ら を 招待 し た が 決して こ な かっ た 。
",0.2727272727272727,0.13043478260869565
492,"everyone recognized his skill .
","誰 も が 彼 の 技術 を 認め た 。
",0.25,0.4
493,"you &apos;ll go to school tomorrow .
","貴方 は 、 明日 学校 に 行 く だ ろ う 。
",0.2222222222222222,0.2857142857142857
494,"this data is immaterial to the argument .
","この データ は その 議論 に と っ て 重要 だ 。
",0.4,0.5
495,"do you see her often ?
","彼女 と は よく 会 い ま す か 。
",0.375,0.5
496,"they are faced with a serious situation .
","彼 ら は 容易 な ら ぬ 事態 に 直面 し て い る 。
",0.3333333333333333,0.375
497,"much time was wasted .
","多く の 時間 が 無駄 に な っ た 。
",0.125,0.2
498,"whatever i have is yours .
","僕 の もの は 全て 君 の 物 だ 。
",0.42857142857142855,0.5
499,"i like my steak medium .
","ステーキ は 中位 で 焼 い て くださ い 。
",0.125,0.16666666666666666
